All sky irradiance,Clear sky irradiance,ALLSKY  ICI,Temperature,Dew point,Wet bulb,Surface pressure,ALLSKY SFC PAR TOT,ALLSKY SFC UV INDEX,CLRSKY SFC PAR TOT,QV2M
4.33,7.06,0.4,29.23,23.79,26.51,95.18,87.91,1.73,138.52,19.47
6.68,6.94,0.61,30.46,24.62,27.54,94.94,129.8,2.37,134.32,20.57
6.06,6.96,0.55,31.03,24.6,27.82,94.75,117.41,2.13,133.34,20.57
3.86,6.24,0.35,30.18,24.88,27.53,94.68,75.22,1.22,116.03,20.94
5.44,6.69,0.5,29.84,25.09,27.47,94.66,105.16,1.84,126.45,21.18
5.13,6.58,0.48,30.01,24.38,27.2,94.76,99.11,1.76,124.2,20.32
7.12,7.23,0.66,30.77,23.97,27.37,94.67,137.24,2.4,139.09,19.78
6.78,6.94,0.62,31.4,24.19,27.79,94.48,129.79,2.18,132.37,20.14
5.94,6.5,0.55,31.44,24.71,28.08,94.39,113.68,1.88,122.95,20.81
3.45,6.62,0.32,30.5,25.17,27.83,94.5,70.15,1.23,126.88,21.3
7.05,7.08,0.66,30.59,24.71,27.65,94.58,141.12,2.45,141.63,20.75
6.34,6.85,0.59,29.39,25.07,27.23,94.73,124.54,2.2,134.01,21.18
4.61,7.08,0.44,29.42,24.15,26.78,94.93,86.02,1.51,137.23,19.96
6.46,6.96,0.61,29.65,24.4,27.02,94.95,127.67,2.39,136.35,20.26
6.75,6.88,0.64,30.98,24.49,27.73,94.8,131.29,2.41,133.56,20.45
6.44,6.74,0.61,31.59,24.85,28.22,94.73,125.68,2.27,130.84,20.87
3.17,6.28,0.3,30.16,25.17,27.66,94.95,63.99,1.17,120.16,21.24
6.4,6.66,0.61,30.48,24.67,27.58,95.02,124.6,2.12,129.52,20.57
4.27,6.52,0.41,30.76,24.48,27.62,94.78,84.33,1.4,125.67,20.39
5.82,6.53,0.56,29.25,24.12,26.69,94.9,112.14,1.83,125.23,19.96
6.68,7.12,0.65,28.88,23.23,26.05,95.05,129.98,2.26,137.98,18.86
7,7.09,0.68,28.48,21.13,24.8,95.47,133.93,2.17,135.69,16.6
7.04,7.07,0.69,29.24,21.01,25.12,95.4,134.42,2.17,135.3,16.42
7.2,7.21,0.7,29.61,20.15,24.88,95.16,135.9,2.25,136.22,15.56
6.91,7.1,0.68,30.24,20.48,25.36,95.15,130.77,2.17,134.2,15.93
6.72,6.98,0.66,30.28,21.48,25.88,95.18,128.76,2.27,133.46,16.91
6.79,6.8,0.67,31.06,22.26,26.66,95.1,129.49,2.23,129.85,17.82
6.32,6.53,0.62,30.8,22.71,26.76,95.13,119.74,1.99,123.54,18.25
3.22,6.15,0.32,29.5,23.46,26.48,95.29,63.09,1.04,115.37,19.1
6.51,6.52,0.66,30.65,23,26.83,95.2,124.45,2.13,124.86,18.55
6.23,6.64,0.62,31.46,23.76,27.61,95.25,120.4,2.2,127.96,19.47
5.44,6.35,0.55,32.03,23.05,27.54,95.29,105.88,1.85,122.52,18.62
2.77,6.24,0.28,31.6,22.97,27.28,95.07,55.8,1.08,120.47,18.62
5.32,6.21,0.55,31.62,21.51,26.56,94.93,101.93,1.8,118.77,17.03
5.83,6.13,0.6,31.86,21.68,26.77,95.01,112.48,1.89,118.05,17.21
5.62,5.83,0.58,31.35,21.99,26.67,95.14,108.38,1.79,112.54,17.46
5.89,6.32,0.61,31.9,21.89,26.9,94.95,114.49,1.92,122.6,17.4
5.82,6.08,0.61,31.94,22.51,27.23,94.86,112.89,1.89,118.01,18.13
4.98,5.86,0.52,31.37,23.27,27.32,94.93,96.66,1.56,113.11,18.98
4.53,6.02,0.48,30.95,23.12,27.04,94.89,89.15,1.52,116.54,18.8
5.93,6.39,0.62,30.79,22.26,26.53,94.98,114.25,1.99,122.84,17.82
5.87,6,0.62,30.94,20.52,25.73,95.15,113.28,1.85,115.98,15.99
6.47,6.55,0.7,31.8,20.48,26.14,94.98,123.12,2.09,125.06,15.93
6.39,6.52,0.69,31.43,18.76,25.1,94.92,120.12,2.08,123.09,14.34
6.03,6.28,0.65,31.98,19.82,25.9,95.07,114.05,1.91,118.98,15.32
5.69,6.04,0.62,32.18,20.44,26.31,95.14,108.26,1.8,115.03,15.93
4.41,5.39,0.48,30.98,20.63,25.8,95.32,84.35,1.32,102.09,16.11
5.42,5.6,0.59,31.72,19.65,25.69,95.34,102.78,1.61,106.2,15.14
5.14,5.49,0.57,30.4,20.47,25.44,95.33,97.23,1.53,103.63,15.93
5.77,6.21,0.64,29.6,18.35,23.98,95.24,106.17,1.73,113.92,14.28
6.04,6.37,0.68,29.48,18.98,24.23,95.4,112.4,1.72,118.61,14.53
5.7,6.03,0.64,30.03,18.41,24.22,95.65,105.81,1.59,111.62,13.92
4.4,5.42,0.5,28.46,20.49,24.48,95.84,81.85,1.31,99.2,15.81
3.99,5.03,0.45,27.4,21.43,24.41,95.77,75.2,1.16,92.85,16.78
5.69,5.69,0.66,28.26,20.05,24.16,95.68,106.57,1.59,107.09,15.38
5.86,5.87,0.68,28.61,19.26,23.94,95.78,110.98,1.68,111.74,14.65
4.69,5.19,0.55,28.62,19.99,24.3,95.89,87.59,1.29,96.7,15.32
4.75,5.03,0.55,28.26,20.86,24.55,95.93,87.16,1.23,92.21,16.17
4.06,4.52,0.48,28.01,21.38,24.7,96.04,73.7,1,81.69,16.66
4.31,4.52,0.51,27.87,21.19,24.53,96.1,77.98,1.02,81.75,16.48
4.06,4.7,0.48,27.42,21.8,24.62,95.94,74.76,1.02,86.41,17.15
4.53,5.1,0.55,26.75,21.38,24.07,95.74,85.24,1.22,95.57,16.72
4.74,5.14,0.57,25.01,21.37,23.19,95.91,90.13,1.25,97.99,16.66
5.12,5.28,0.62,24.63,19.8,22.21,95.84,96.43,1.38,99.81,15.14
4.09,5.37,0.5,24.5,19.72,22.11,95.81,78.42,1.22,101.74,15.08
4.12,5.39,0.51,25.2,16.95,21.08,95.93,78.38,1.09,101.55,12.63
1.66,4.69,0.2,23.54,16.74,20.14,95.89,32.3,0.39,86.19,12.51
4.71,4.93,0.59,21.84,15.9,18.87,96.04,87.1,1.15,91.43,11.78
5.21,5.23,0.66,22.92,12.62,17.77,96.03,97,1.31,98.12,9.58
2.45,4.81,0.31,22.57,14.48,18.52,96.12,48.59,0.74,89.57,10.8
4.99,5.02,0.64,22.73,13.46,18.09,96.31,92.12,1.2,93.45,10.07
5.34,5.36,0.69,24.39,12.35,18.37,96.06,98.3,-999,99.49,9.4
5.36,5.31,0.7,24.71,12.75,18.73,96.09,98.26,1.32,98.33,9.64
5.35,5.31,0.7,24.18,12.04,18.11,96.09,98.12,1.29,98.2,9.16
5.23,5.21,0.7,24.53,11.65,18.09,95.95,94.34,1.15,94.72,8.97
5.06,5.06,0.67,24.58,13.32,18.94,96.03,90.57,1.04,91.3,10.01
4.95,4.92,0.66,24.49,13.74,19.12,96.11,88.5,1.04,88.75,10.25
4.86,4.86,0.66,24.92,14.37,19.65,96.1,86.45,1.01,87.27,10.68
4.66,4.66,0.63,24.76,14.97,19.86,96.23,82.35,1.01,83.23,11.11
4.23,4.45,0.58,25.15,15.88,20.51,96.21,74.23,0.91,78.55,11.78
3.49,3.82,0.48,23.55,16.91,20.23,96.24,61.66,0.73,67.3,12.57
3.57,4.11,0.5,21.01,16.33,18.67,96.43,65.77,0.79,75.6,12.08
3.56,4.33,0.5,21.07,12.86,16.96,96.51,64.46,0.78,77.63,9.64
4.62,4.83,0.66,22.3,10.23,16.26,96.39,83.18,1.02,87.82,8.12
4.94,4.89,0.71,22.94,9.68,16.31,96.23,88.97,1.06,89.04,7.81
4.65,4.67,0.67,23.03,10.2,16.62,95.9,84.07,1.01,85.19,8.12
4.39,4.56,0.64,23.08,10.51,16.8,95.84,79.11,0.91,82.58,8.3
4.45,4.58,0.66,22.91,10.22,16.56,96.03,79.81,0.88,82.93,8.12
4.65,4.65,0.69,22.12,9.58,15.86,96.14,84.2,0.92,85.28,7.81
4.59,4.54,0.69,22.84,10.27,16.56,96.24,82.87,0.92,83.04,8.18
4.54,4.5,0.68,23.73,11.22,17.47,96.14,82.28,0.92,82.62,8.73
4.36,4.32,0.66,24.02,10.95,17.49,96.15,78.98,0.89,79.32,8.54
3.84,3.88,0.59,23.46,10.86,17.15,96.2,68.71,0.75,70.2,8.48
3.58,3.64,0.55,23.03,11.28,17.15,96.1,63.48,0.64,65.38,8.73
3.74,3.77,0.59,23.15,11.05,17.1,96.13,66.5,0.69,67.7,8.61
1.48,3.64,0.23,22.11,12.15,17.13,96.12,28.63,0.37,65.75,9.28
3.44,3.77,0.55,21.45,12.63,17.04,96.29,62.47,0.67,68.34,9.52
3.8,3.88,0.61,21.22,11.8,16.51,96.34,68.67,0.71,70.93,9.03
4.34,4.29,0.7,21.1,11.52,16.31,96.37,79.7,0.84,79.76,8.85
4.08,4.14,0.66,21.4,10.48,15.94,95.95,74.05,0.78,75.96,8.3
2.58,3.31,0.42,18.29,13.33,15.81,95.63,46.67,0.5,59.22,10.07
2.2,3.56,0.36,16.67,11.54,14.11,95.96,40.32,0.44,62.62,8.91
3.88,3.82,0.64,16.17,9.65,12.91,96.51,68.98,0.63,68.99,7.81
4.42,4.36,0.74,17.93,4.2,11.07,96.41,78.39,0.81,78.41,5.37
3.99,4.1,0.67,17.66,5.2,11.44,96.26,71.28,-999,74.29,5.86
3.86,4.09,0.66,18.55,7.34,12.94,96.17,69.59,0.79,74.35,6.71
2.37,3.76,0.41,18.78,6.38,12.58,96.19,43.84,0.52,67.9,6.29
2.2,3.57,0.38,17.48,9.17,13.33,96.45,40.22,0.48,63.55,7.57
2.46,3.28,0.43,16.9,11.59,14.25,96.55,44.73,0.47,58.33,8.85
1.84,2.67,0.32,16.83,12.37,14.6,96.5,33.46,0.36,47.15,9.34
1.33,3.21,0.23,16.68,11.87,14.27,96.57,25.3,0.27,57.69,8.97
3.79,3.73,0.67,17.9,9.51,13.71,96.52,68.61,0.65,68.7,7.69
4.01,4.11,0.72,19.12,4.86,11.98,96.28,71.46,0.68,74.13,5.62
3.27,3.97,0.59,18.12,4.48,11.3,96.25,58.73,0.62,71.05,5.49
2.27,3.65,0.41,17.57,5.14,11.36,96.25,41.7,0.48,64.92,5.74
1.08,3.19,0.2,14.22,8.24,11.23,96.66,21.02,0.27,57.83,7.08
0.88,2.95,0.16,13.76,10.87,12.31,96.63,17.31,0.23,53.55,8.42
3.14,3.57,0.59,15.7,8.94,12.32,96.57,58.05,0.64,66.43,7.39
2.95,3.59,0.55,16.53,9.15,12.84,96.42,54.17,0.5,65.75,7.51
3.37,3.43,0.63,16.87,8.57,12.72,96.45,60.02,0.48,61.73,7.2
2.46,3.15,0.47,16.52,8.09,12.31,96.5,44.2,0.38,55.77,7.02
2.15,2.33,0.41,14.92,8.55,11.73,96.4,34.85,0.23,37.67,7.2
2.67,2.69,0.51,14.49,6.82,10.65,96.62,43.57,0.35,44.62,6.41
3.51,3.49,0.68,13.19,2.89,8.04,96.68,60.45,0.54,60.93,4.88
3.79,3.76,0.73,13.42,2.08,7.75,96.58,66.95,0.57,67.28,4.64
3.71,3.66,0.73,13.98,-0.7,6.65,96.5,65.08,0.5,65.14,3.78
3.77,3.75,0.73,14.27,-1.68,6.3,96.6,65.82,0.56,66.47,3.48
3.78,3.79,0.74,14.63,-1.32,6.65,96.5,66.11,0.6,67.15,3.6
3.62,3.6,0.72,14.8,-1.99,6.4,96.63,63.23,0.59,63.74,3.42
3.37,3.32,0.67,14.55,-0.45,7.05,96.9,57.72,0.54,57.92,3.85
3.48,3.43,0.7,14.41,0.64,7.52,96.91,60.42,0.48,60.56,4.15
3.64,3.59,0.73,14.77,-0.63,7.07,96.8,63.49,0.52,63.62,3.78
3.48,3.5,0.7,14.23,-1.45,6.4,96.68,60.37,0.57,61.5,3.6
2.65,3.21,0.53,15.18,-0.45,7.37,96.59,46.57,0.41,56.37,3.85
2.77,3.23,0.56,15.43,0.44,7.94,96.31,49.69,0.43,58.01,4.15
2.61,2.69,0.53,11.87,6.18,9.02,96.26,44.82,0.35,46.84,6.16
0.98,2.39,0.2,12.86,6.82,9.84,96.08,18.35,0.14,40.58,6.47
1.87,2.06,0.38,10.09,7.64,8.87,96.03,30.59,0.19,33.92,6.84
1.2,1.85,0.24,10.88,7.2,9.05,96.79,19.87,0.11,29.71,6.53
2.84,2.91,0.58,10.96,4.77,7.87,96.89,49,0.31,50.71,5.55
3.57,3.52,0.73,10.89,0.86,5.87,96.87,62.22,0.39,62.48,4.21
3.62,3.59,0.74,11.08,-1.95,4.57,96.94,62.89,0.43,63.54,3.42
2.22,3.35,0.45,11.53,-2.26,4.63,96.68,40,0.34,59.54,3.36
2.85,3.07,0.59,13.3,0.83,7.06,96.58,50.08,0.4,54.45,4.21
2.54,3.22,0.52,12.73,1.92,7.33,96.4,45.52,0.36,57.91,4.58
3.38,3.58,0.7,13.16,1.52,7.34,96.54,59.65,0.46,63.98,4.39
3.62,3.61,0.74,12.69,-0.11,6.29,96.69,63.33,0.45,64.18,3.91
3.29,3.56,0.68,12.13,-0.99,5.57,96.44,57.34,0.4,62.55,3.72
2.72,3.33,0.56,10.73,-0.32,5.2,96.69,47.63,0.34,58.32,3.85
3.32,3.37,0.68,10.73,-0.31,5.21,96.6,57.17,0.4,58.75,3.91
3.5,3.58,0.72,10.69,-3.43,3.63,96.52,58.81,0.43,60.73,3.11
3.17,3.49,0.65,10.08,-4.58,2.75,96.54,54.07,0.4,60.12,2.81
2.58,3.39,0.53,9.77,-3.66,3.05,96.57,44.3,0.38,58.22,2.99
2.28,3.11,0.47,9.13,-2.72,3.21,96.71,38.84,0.32,52.45,3.23
2.52,3.03,0.52,9.79,-1.38,4.2,96.54,42.59,0.33,50.86,3.6
2.29,2.38,0.47,9.19,-0.33,4.43,96.73,36.7,0.23,38.41,3.85
1.98,3.1,0.4,10.21,0.16,5.19,96.92,36,0.23,54.2,4.03
2.35,2.71,0.48,10.8,3.3,7.05,96.98,40.8,0.23,46.52,5
1.65,2.73,0.33,10.31,3.47,6.89,96.67,29.84,0.22,47.44,5.07
3.09,3.09,0.62,9.34,2.8,6.07,96.57,53.06,0.34,53.99,4.82
1.05,3.42,0.21,7.73,1.19,4.46,96.71,20.15,0.18,61.55,4.33
0.67,2.87,0.13,5.89,3.72,4.8,96.74,13.03,0.11,50.7,5.13
1.85,2.99,0.37,7.08,3.44,5.26,96.49,33.07,0.24,51.97,5.07
2.99,3.29,0.59,7.69,2.4,5.05,96.4,51.78,0.35,57.23,4.7
3.78,3.77,0.74,8.14,-3.63,2.26,96.75,65.33,0.45,66.03,3.05
3.77,3.77,0.73,8.44,-5.46,1.49,96.79,64.11,0.43,65.09,2.62
1.26,3.5,0.24,9.3,-4.7,2.3,96.66,23.23,0.21,61.52,2.81
0.94,3.48,0.18,9.74,3.45,6.59,96.41,18.47,0.19,63.4,5.13
0.37,2.64,0.07,5.22,3.82,4.52,95.75,7.05,0.05,44.73,5.25
3.58,3.58,0.68,6.23,2.65,4.44,96.43,62.84,0.42,63.96,4.82
3.05,3.15,0.58,9.1,0.19,4.64,96.43,50.97,0.31,53.34,4.09
3.56,3.5,0.67,9.72,-0.48,4.62,96.42,60.84,0.41,60.88,3.85
3.33,3.66,0.62,9.41,-0.78,4.32,96.4,58.3,0.4,64.52,3.78
3.53,3.55,0.66,10.05,-0.11,4.97,96.62,61.05,0.4,62.23,3.97
3.34,3.69,0.62,9.07,-1.48,3.8,96.74,58.38,0.45,64.91,3.54
2.84,3.34,0.52,10.38,0.68,5.53,96.54,50.4,0.39,59.09,4.21
1.07,3.27,0.2,6.97,5.01,5.99,96.73,20.04,0.17,57.15,5.62
3.74,3.82,0.68,8.75,3.05,5.9,97,66.02,0.46,68.45,4.94
4.23,4.17,0.76,8.78,-1.17,3.8,96.84,73.23,0.54,73.27,3.66
3.39,3.98,0.6,9.05,-1.73,3.65,96.5,59.79,0.51,70.46,3.6
2.09,3.78,0.37,11.59,5.28,8.44,96.42,38.23,0.36,67.53,5.8
4.05,3.99,0.71,11.87,4.76,8.32,96.36,71.12,0.55,71.16,5.55
2.46,3.82,0.43,9.4,4.05,6.73,96.12,45.8,0.44,69.62,5.37
0.9,3.63,0.16,9.29,6.3,7.8,95.98,17.72,0.19,65.5,6.23
0.9,3.39,0.16,9.67,6.4,8.04,96.4,17.61,0.21,60.64,6.23
3.95,3.94,0.67,10.13,3.33,6.73,96.63,70.66,0.66,71.48,5
3.6,3.86,0.61,9.85,1.73,5.8,96.24,63.52,0.55,68.4,4.52
3.96,3.9,0.66,11.15,1.58,6.37,96.66,68.34,0.58,68.46,4.46
4.04,4.08,0.67,11.59,0.35,5.98,96.78,70.45,-999,72.06,4.09
4.13,4.07,0.68,11.58,-0.24,5.67,96.55,72.41,0.61,72.48,3.91
1.48,3.32,0.24,8.32,4.4,6.36,96.61,27.81,0.24,57.27,5.43
4.25,4.23,0.69,9.43,1.73,5.58,96.58,74.65,0.62,75.3,4.52
3.51,4.14,0.56,11.59,1.25,6.42,96.29,61.79,0.54,72.87,4.33
4.17,4.31,0.66,11.29,1.56,6.43,96.77,73.03,-999,76.34,4.46
4.47,4.42,0.71,11.21,-2.13,4.55,96.88,76.15,0.68,76.2,3.36
4.52,4.46,0.71,12.69,-0.91,5.89,96.88,78.56,0.73,78.65,3.72
4.33,4.34,0.67,13.36,0.82,7.09,96.65,76.65,0.77,77.71,4.21
1.87,3.85,0.29,12.08,6.08,9.08,96.79,35.05,0.44,68.52,6.1
2.26,4.08,0.34,12.26,8.26,10.26,96.8,42.23,0.52,74.58,7.08
3.38,4.25,0.52,14.03,10.26,12.15,96.51,62.6,0.68,78.44,8.12
5.1,5.05,0.77,14.33,3.76,9.05,96.31,88.88,0.9,88.95,5.31
5.13,5.12,0.77,15.33,-2.47,6.43,96.16,90.19,0.88,90.93,3.3
5.28,5.26,0.78,17.18,0.35,8.76,96.46,92.45,0.91,93.02,4.09
5.38,5.33,0.79,16.18,-0.85,7.66,96.67,94.15,0.98,94.26,3.72
5.03,5.06,0.73,16.25,0.51,8.37,96.2,89.22,0.95,90.48,4.15
2.43,4.55,0.35,14.5,6.17,10.33,95.89,46.26,0.53,81.86,6.29
2.36,4.37,0.34,12.96,7.29,10.12,96.36,44.14,0.45,78.76,6.65
4.76,4.71,0.67,15.04,5.93,10.48,96.7,83.66,0.81,83.7,6.04
4.37,4.61,0.62,15.89,7.08,11.48,96.94,78.82,0.83,83.42,6.53
4.95,4.91,0.69,16.88,8.05,12.47,96.69,88.88,0.97,89.08,6.96
4.69,4.73,0.65,16.56,8.93,12.74,96.37,84.65,0.91,85.99,7.45
4.89,4.93,0.67,16.86,10.05,13.45,96.28,88.09,0.93,89.61,8.06
5.06,5.11,0.69,18.27,10.58,14.43,96.28,92.27,1.12,94.04,8.36
3.82,4.41,0.52,18.52,12.8,15.65,96.21,68.62,0.81,78.83,9.64
1.16,3.84,0.16,14.86,12.38,13.62,96.22,23.33,0.25,67.35,9.4
0.62,4.18,0.09,15.67,12.16,13.91,96.19,12.74,0.16,74.71,9.28
4.81,4.77,0.63,16.14,10.89,13.51,96.41,86.16,0.9,86.31,8.48
5.42,5.38,0.71,17.25,10.01,13.63,96.22,98.71,1.16,98.8,8.06
5.49,5.47,0.71,17.24,11.08,14.16,96.01,100.41,1.2,100.88,8.61
2.13,4.91,0.27,15.36,12.72,14.04,95.86,42.4,0.54,89.91,9.64
1.08,4.08,0.14,12.76,10.84,11.8,95.92,21.52,0.23,71.15,8.48
1.21,4.42,0.16,12.07,10.43,11.25,95.82,24.55,0.3,78.55,8.24
1.49,4.32,0.19,12.46,10.07,11.26,96.08,29.27,0.37,74.92,8.06
3.29,5.19,0.41,13.01,10.88,11.94,96.51,61.73,0.74,93.84,8.48
4.68,5.93,0.58,12.58,6.15,9.37,96.29,86.17,0.98,106.89,6.16
4.65,5.69,0.57,13.85,6.2,10.03,95.95,85.12,1.12,103.09,6.29
3.18,4.74,0.39,15.02,9.61,12.31,95.73,59.3,0.73,83.4,7.93
2.67,5.45,0.32,13.12,10.26,11.69,95.95,51.61,0.73,99.62,8.18
4.37,5.45,0.52,13.27,8.22,10.75,96.3,79.25,0.94,97.04,7.08
5.2,5.34,0.62,14.76,8.58,11.67,96.44,92.23,0.95,95.04,7.26
5.78,5.82,0.69,15.9,9.95,12.93,96.61,104.05,1.22,105.31,8
5.57,5.96,0.66,17.31,10.99,14.15,96.42,101.18,1.31,108.36,8.54
5.61,5.88,0.66,18.15,12.84,15.5,96.47,103.82,1.3,109.16,9.7
6.04,6.02,0.7,19.4,13.68,16.54,96.34,112.24,1.43,112.51,10.19
5.99,6.03,0.69,19.64,13.88,16.76,95.99,111.74,1.38,113.14,10.44
4.76,5.89,0.55,18.18,14.26,16.22,95.97,90.26,1.17,110.81,10.68
4.82,5.64,0.55,17.29,15.01,16.15,96.03,90.46,1.12,104.91,11.11
6.31,6.34,0.71,18.2,13.45,15.83,96.26,117.08,1.43,118.32,10.07
3.23,5.8,0.36,18.71,14.08,16.4,96.07,62.71,0.85,108.27,10.56
1.18,5.8,0.13,18,15.53,16.76,95.93,25.12,0.38,109.59,11.54
4.7,6.07,0.52,17.6,13.32,15.46,96.18,89.52,1.23,113.86,9.95
4.25,6.18,0.47,17.92,13.69,15.8,96.19,81.3,1.15,114.39,10.25
1.14,5.4,0.12,16.13,12.79,14.46,95.95,23.91,0.33,98.22,9.64
3.85,6.17,0.42,16.39,13.83,15.11,96.21,73.6,1.09,114.27,10.38
6.73,6.76,0.73,18.2,11.64,14.92,96.27,124.88,1.6,125.98,8.91
2.31,6.44,0.25,16.48,10.73,13.6,96.21,46.91,0.74,121.12,8.42
1.58,5.97,0.17,15.1,12.7,13.9,96.02,32.7,0.45,111.79,9.64
5.6,6.6,0.59,16.8,13.41,15.11,96.13,105.15,1.56,122.73,10.07
6.9,6.93,0.73,18.46,11.74,15.1,96.06,127.7,1.7,128.02,9.03
5.43,6.93,0.57,19.11,11.13,15.12,96.18,101.34,1.48,127.59,8.73
6.61,6.89,0.69,20.54,13.19,16.86,96.08,123.95,-999,128.67,9.95
3.27,6.57,0.34,17.23,14.68,15.95,96.13,63.31,0.92,122.66,10.93
5.9,6.66,0.61,18.74,14.6,16.67,96.21,110.23,1.45,124.2,10.86
5.47,6.69,0.56,17.4,13.73,15.57,96.09,103.46,1.38,125.1,10.25
6.71,7.07,0.69,19.26,11.73,15.49,96.07,124.25,1.64,130.8,9.03
5.79,6.79,0.59,19.87,14.08,16.98,96.01,109.06,1.65,127.11,10.62
6.68,6.96,0.68,21.22,15.8,18.51,96.22,125.74,1.73,130.82,11.72
6.09,6.94,0.62,23.84,15.07,19.45,96.32,115.3,1.68,130.92,11.29
6.66,6.92,0.67,25.92,17.26,21.58,95.93,126.92,1.88,131.77,13.06
4.96,6.52,0.49,25.94,19.16,22.55,95.71,94.56,1.48,123.04,14.59
4.38,6.58,0.44,24.96,19.78,22.37,95.7,84.01,1.34,123.18,15.2
6.73,6.83,0.66,24.21,18.3,21.25,95.81,125.65,1.82,127.45,13.79
4.85,7.47,0.48,24.17,13.71,18.94,95.77,91.97,1.56,137.7,10.31
1.07,6.78,0.1,19.79,14.52,17.15,95.74,22.91,0.34,126.2,10.86
4.91,7.17,0.48,19.37,14.8,17.08,95.89,94.41,1.48,134.84,10.99
6.66,7.47,0.65,21.32,14.8,18.06,95.87,126.41,1.87,140.66,11.05
6.54,7.21,0.63,22.19,14.51,18.35,95.89,123.96,1.69,135.77,10.8
7.37,7.38,0.71,22.09,14.68,18.39,95.92,138.27,2,137.72,10.93
7.04,7.48,0.68,22.88,16.47,19.68,95.73,132.72,2.05,139.91,12.33
7.54,7.54,0.73,24.2,17.05,20.62,95.66,142.99,2.09,142.17,12.82
6.96,7.55,0.66,24.73,17.15,20.94,95.48,129.93,2.09,139.96,12.88
6.44,7.12,0.62,25.17,17.87,21.52,95.51,120.02,1.9,131.51,13.49
7.02,7.23,0.66,24.1,18.58,21.33,95.71,129.93,1.97,132.95,14.04
4.25,6.92,0.41,21.82,18.4,20.11,96.04,82.38,1.34,128.37,13.85
6.06,6.79,0.57,20.58,17.46,19.02,96.2,115.07,1.82,127.66,13
7.18,7.36,0.67,24.4,18.55,21.48,95.77,135.27,2.18,137.85,14.1
7.13,7.56,0.67,26.55,19.61,23.08,95.79,135.91,2.23,143.36,15.01
6.61,7.4,0.62,26.68,19.21,22.94,95.57,126.16,2.16,140.47,14.65
5.39,7.3,0.5,25.95,19.21,22.58,95.47,103.3,1.85,137.99,14.65
5.52,7.4,0.52,23,18.72,20.86,95.68,105.94,1.79,139.57,14.16
5.52,7.59,0.51,23.45,17.23,20.34,95.85,105.45,1.83,142.62,12.88
7.57,7.8,0.7,24.27,16.73,20.5,95.78,143.13,2.25,146.66,12.45
7.98,8.09,0.73,24.39,15,19.69,95.59,147.27,2.16,148.41,11.17
7.94,8.16,0.73,24.17,15.76,19.96,95.75,147.61,2.25,150.41,11.78
7.27,7.79,0.66,25.57,19.07,22.32,95.59,136.73,2.23,145.35,14.53
7.25,7.7,0.66,25.68,19.37,22.52,95.62,137.29,2.19,144.8,14.77
7.59,7.71,0.69,26.86,18.53,22.69,95.73,142.51,2.2,143.85,14.04
4.36,7.31,0.4,23.1,19.81,21.46,95.8,83.66,1.42,134.98,15.14
6.55,7.59,0.59,25.01,18.43,21.73,95.81,123.73,2.05,141.66,13.92
7.14,7.4,0.65,25.15,19.28,22.22,95.6,135,2.17,139.09,14.77
2.06,6.97,0.19,24.43,19.69,22.05,95.64,42.83,0.7,130.98,15.08
7.93,8.01,0.71,24.33,18.16,21.25,95.72,150.4,2.48,150.99,13.67
7.55,8.09,0.68,26.26,17.3,21.78,95.5,143.35,2.38,152.04,13
7.34,8.21,0.66,23.55,17.47,20.51,95.44,137.67,2.29,152.17,13.12
8.28,8.32,0.74,24.83,15.07,19.95,95.4,154.38,2.31,153.9,11.29
7.58,8.15,0.68,24.99,15.1,20.05,95.45,142.59,2.23,151.76,11.29
8.12,8.38,0.73,27.33,14.65,20.98,95.26,151.11,2.52,154.59,10.99
8.34,8.4,0.74,28.73,15.18,21.96,95.07,155.34,2.7,154.95,11.41
6.02,8.1,0.54,29.28,17.94,23.61,95.01,115.26,2.16,151.99,13.79
6.66,7.78,0.59,30.75,18.84,24.8,95.24,126.91,2.25,145.67,14.4
7.92,8.01,0.7,30.33,18.85,24.59,95.4,150.63,2.73,150.92,14.34
8.27,8.34,0.73,31.5,18.25,24.87,95.17,155.87,2.96,155.65,13.85
8.42,8.51,0.74,32.44,15.9,24.17,95.06,156.35,2.88,156.34,12.02
8.27,8.44,0.73,32.29,17.06,24.68,94.9,153.27,2.85,154.65,13
7.29,7.9,0.64,31.16,19.14,25.15,94.92,136.25,2.43,146.01,14.77
6.27,7.6,0.55,29.23,20.35,24.79,95.18,119.17,2.21,141.92,15.81
3.35,6.92,0.3,24.27,20.49,22.38,95.47,65.66,1.07,127.27,15.87
6.57,7.53,0.58,24.52,19.97,22.25,95.62,124.95,2.17,141.21,15.32
6.2,7.49,0.55,24.19,19.54,21.86,95.71,118.62,2.07,140.15,14.95
5.49,7.67,0.48,24.67,19.45,22.06,95.55,106.18,1.91,144.3,14.83
6.66,7.59,0.59,24.44,19.06,21.76,95.44,126.87,2.21,142.02,14.53
7.48,7.64,0.66,26.31,19.08,22.7,95.29,141.59,2.46,143.25,14.59
7.37,7.52,0.64,27.48,19.89,23.69,95.14,138.56,2.39,140.06,15.32
6.64,7.32,0.58,26.72,21.39,24.05,95.14,123.45,2.17,133.77,16.85
7.02,7.63,0.61,26.94,21.44,24.19,95.17,132.86,2.43,142.19,16.91
6.89,7.62,0.6,28.47,21.93,25.2,95.1,130.31,2.38,142.04,17.4
