All sky irradiance,Clear sky irradiance,ALLSKY  ICI,Temperature,Dew point,Wet bulb,Surface pressure,ALLSKY SFC PAR TOT,ALLSKY SFC UV INDEX,CLRSKY SFC PAR TOT,QV2M
5.81,5.8,0.65,26.48,17.46,21.97,95.64,109.07,1.59,109.37,13.12
6.48,6.45,0.73,27.23,15.31,21.27,95.48,120.73,1.78,120.8,11.47
6.37,6.37,0.72,26.94,15.44,21.19,95.48,118.91,1.77,119.39,11.54
6.29,6.33,0.71,28.3,15.23,21.76,95.42,115.92,1.79,117.12,11.41
6.16,6.35,0.7,28.02,15.97,21.99,95.43,113.23,1.74,117.04,11.96
5.51,6.1,0.63,28.23,17.24,22.73,95.71,102.41,1.67,113.12,13
5.4,5.71,0.62,27.74,18.32,23.03,95.82,101.16,1.62,107.35,13.79
4.97,5.73,0.58,26.21,19.33,22.76,95.84,95.13,1.61,109.26,14.71
5.57,5.7,0.65,26.59,19.8,23.2,95.67,104.97,1.69,108.09,15.14
5.5,5.67,0.65,26.88,19.01,22.95,95.6,103.38,1.62,107.13,14.47
5.48,5.61,0.65,28.06,17.18,22.62,95.57,101.9,1.53,105.05,12.94
5.32,5.61,0.63,27.76,15.62,21.69,95.62,96.8,1.38,102.4,11.78
5.09,5.32,0.61,27.81,15.22,21.51,95.74,92.03,1.3,96.54,11.35
5.04,5.62,0.61,27.08,15.31,21.19,95.86,92.11,1.37,102.71,11.41
5.67,5.67,0.7,27.4,14.92,21.16,95.8,103.65,1.5,104.31,11.11
5.7,5.73,0.7,28.05,14.75,21.4,95.76,104.25,1.55,105.41,11.05
5.57,5.69,0.69,27.91,15.22,21.57,95.78,101.42,1.49,103.98,11.35
4.2,5.55,0.52,26.55,15.29,20.92,95.74,76.83,1.23,100.19,11.41
5.06,5.39,0.63,25.69,14.58,20.13,95.97,91.39,1.33,97.41,10.86
5.23,5.27,0.66,24.77,12.43,18.6,96.17,93.77,1.26,95.14,9.46
5.53,5.48,0.7,26.13,10,18.07,96.02,99.02,1.3,99.09,8.06
5.67,5.63,0.73,25.52,9.61,17.57,95.91,101.93,1.4,102.02,7.87
3.93,5.21,0.51,25.24,10.97,18.11,95.72,70.65,1.12,93.31,8.67
4.64,4.94,0.6,22.87,13.02,17.94,95.86,82.8,1.09,88.2,9.89
4.93,5.01,0.65,23.62,8.33,15.98,95.84,86.85,1.12,88.81,7.2
4.65,4.81,0.62,23.79,9.07,16.43,95.98,81.2,1.01,84.42,7.57
4.69,4.86,0.62,23.35,10.36,16.85,96.2,83.68,1.02,87.21,8.24
5.14,5.21,0.69,22.94,8.58,15.76,96.17,91.7,1.12,93.69,7.26
4.74,5.02,0.64,23.53,8.49,16.01,96.08,84.03,1,89.41,7.26
4.61,4.91,0.63,22.3,9.07,15.69,96.05,82.04,0.98,87.55,7.57
3.42,4.44,0.47,20.79,12.48,16.63,95.93,61.05,0.73,78.1,9.46
4.47,4.6,0.62,21.34,10.27,15.81,95.97,77.66,0.8,80.52,8.24
4.87,5.01,0.68,22.11,6.78,14.44,95.97,86.24,0.91,89.3,6.47
4.96,4.91,0.7,22.4,6.76,14.58,96.11,87.47,0.91,87.54,6.47
5.13,5.09,0.73,22.8,7.1,14.94,96.26,91.74,1.01,91.98,6.59
5.13,5.1,0.73,22.56,7.26,14.91,96.32,91.68,1.02,92.15,6.65
5.07,5.02,0.73,22.69,5.64,14.16,96.14,90.16,0.98,90.2,5.98
4.92,4.89,0.72,21.61,5.2,13.4,96.14,86.24,0.93,86.63,5.8
4.77,4.78,0.7,21.83,5.04,13.44,96.19,83.68,0.89,84.6,5.74
4.62,4.63,0.69,21.59,6.44,14.01,96.3,82.2,0.87,83.34,6.29
4.41,4.47,0.66,22.45,7.7,15.08,96.51,78.27,0.82,80.16,6.84
4.42,4.46,0.66,22.36,8.61,15.48,96.52,78.41,0.82,79.96,7.26
4.62,4.59,0.7,22.56,8.98,15.76,96.46,82.18,0.97,82.7,7.45
4.12,4.38,0.63,23.7,9.58,16.64,96.32,73.4,0.91,78.45,7.75
4.1,4.18,0.63,23.03,11.16,17.09,96.24,72.79,0.88,75.02,8.67
3.13,3.75,0.48,22.24,12.75,17.49,96.39,56.29,0.73,66.55,9.64
2.28,2.65,0.36,20.1,13.39,16.75,96.18,38.24,0.37,43.56,10.01
2.31,3.15,0.37,19.33,11.62,15.48,96.14,39.85,0.38,53.49,8.91
3.78,3.73,0.6,17.51,6.24,11.87,96.19,63.45,0.59,63.55,6.29
4.1,4.05,0.66,17.44,2.49,9.97,96.34,69.05,0.59,69.07,4.76
4.5,4.45,0.73,17.4,2.62,10.01,96.42,77.66,0.75,77.79,4.82
4.82,4.78,0.79,18,-0.21,8.89,96.38,83.2,0.88,83.52,3.97
4.51,4.53,0.74,17.45,0.07,8.76,96.22,78.7,0.87,79.81,4.03
4.26,4.23,0.71,18,1.4,9.7,96.33,74.84,0.78,75.3,4.46
3.44,4.07,0.58,17.87,2.72,10.3,96.22,61.16,0.71,72.2,4.88
3.29,3.93,0.55,18.23,4.14,11.19,96.24,58.52,0.62,69.51,5.37
2.97,3.62,0.51,18.9,6.15,12.53,96.36,53.04,0.58,64.15,6.16
2.59,3.29,0.45,19.24,7.92,13.58,96.14,45.42,0.46,57.26,6.96
2.41,3.51,0.41,18.05,8.77,13.41,95.97,43.44,0.45,62.66,7.39
1.92,3.13,0.34,14.92,8.55,11.73,96.15,34.55,0.36,54.51,7.26
3.59,3.77,0.63,16.41,5.55,10.98,96.54,63.51,0.65,67.34,5.86
3.96,4,0.7,17.62,3.29,10.46,96.32,70.16,-999,71.75,5
3.88,4.26,0.7,17.9,2.58,10.24,96.04,68.27,0.74,75.6,4.88
3.92,3.9,0.7,18.5,3.44,10.98,96.13,69.67,0.7,70.24,5.13
3.39,3.52,0.61,18.2,6.08,12.14,96.46,59.56,0.63,62.53,6.16
3.85,3.8,0.7,18.58,6.2,12.39,96.6,68.27,0.66,68.29,6.16
3.76,3.87,0.69,18.23,4.59,11.41,96.45,67.1,0.68,69.8,5.49
1.46,3.37,0.27,14.67,5.4,10.04,96.58,27.69,0.37,60.52,5.8
3.71,3.66,0.69,15.11,4.54,9.82,96.87,65.55,0.59,65.73,5.49
3.49,3.7,0.66,17.98,2.51,10.24,96.51,61.95,0.6,66.31,4.82
3.72,3.68,0.7,20.07,2.44,11.26,96.42,65.62,0.66,65.9,4.76
3.53,3.62,0.67,19.43,4.27,11.85,96.38,62.84,0.61,65.06,5.43
2.64,3.29,0.51,18.16,5.87,12.01,96.46,47.93,0.54,59.09,6.04
2.75,3.06,0.53,17.25,6.38,11.82,96.64,48.45,0.47,54.23,6.23
3.13,3.28,0.6,16.09,5.97,11.03,96.78,55.26,0.53,58.46,6.04
3.68,3.65,0.71,17.74,0.83,9.29,96.65,63.94,0.55,64.23,4.21
3.61,3.57,0.7,17.01,1.05,9.03,96.27,62.45,0.54,62.7,4.33
3.38,3.38,0.66,16.23,1.78,9.01,96.27,58.46,-999,59.39,4.52
3.02,3.36,0.59,15.38,1.46,8.42,96.4,52.83,0.48,59.06,4.46
3.31,3.26,0.66,15.45,1.87,8.66,96.53,56.62,0.45,56.79,4.58
2.91,3.07,0.58,15.07,2.85,8.96,96.23,49.87,0.43,53.09,4.88
2.99,2.95,0.59,14.55,3.44,9,96.34,50.25,0.38,50.4,5.07
3.23,3.23,0.65,14.17,2.45,8.31,96.31,55.28,0.46,56.11,4.76
2.72,2.97,0.55,14.36,1.75,8.05,96.37,46.65,0.41,51.14,4.52
2.37,2.76,0.48,15.12,2.62,8.87,96.26,41.01,0.39,47.68,4.82
0.81,2.11,0.16,11.15,7.44,9.3,96.32,14.41,0.12,34.79,6.71
1.76,2.61,0.36,11.66,6.55,9.1,96.48,31.53,0.25,44.94,6.29
2.3,2.9,0.47,11.51,4,7.75,96.56,39.95,0.3,50.52,5.25
3,2.95,0.61,10.97,2.98,6.98,96.92,50.61,0.35,50.76,4.88
3.38,3.46,0.69,11.19,0.08,5.63,97.13,58.45,0.45,60.65,3.97
3.62,3.65,0.74,12.3,-2.97,4.66,97,61.91,0.52,63.38,3.17
3.68,3.69,0.76,12.64,-4.1,4.27,96.99,63.41,0.55,64.59,2.93
3.59,3.55,0.73,13.57,-4.43,4.57,96.83,61.62,0.55,61.95,2.87
3.54,3.55,0.73,14.01,-3.31,5.35,96.67,61.56,0.58,62.7,3.11
3.44,3.39,0.71,13.49,-1.87,5.81,96.44,58.49,0.52,58.55,3.48
3.47,3.42,0.71,13.24,-2.45,5.4,96.6,59.52,0.53,59.66,3.3
3.66,3.62,0.75,13.47,-2.46,5.51,96.49,63.57,0.59,63.88,3.3
3.11,3.37,0.64,12.56,-3.04,4.76,96.4,53.52,0.48,58.48,3.17
2.73,2.72,0.56,10.11,-1.66,4.23,96.6,44.81,0.36,45.53,3.54
3.14,3.11,0.65,10.69,-1.52,4.59,96.53,52.97,0.43,53.32,3.54
3.49,3.44,0.72,11.01,-2.67,4.17,96.42,59.69,0.5,59.82,3.23
2.29,3.24,0.47,9.73,-3.16,3.29,96.2,40.02,0.38,55.67,3.17
3.37,3.36,0.69,10.24,-3.28,3.48,96.58,56.38,-999,57.05,3.11
3.75,3.73,0.77,11.13,-5.95,2.59,96.46,63.51,0.5,64.13,2.5
3.2,3.3,0.66,12.34,-6.14,3.1,96.57,54.27,0.45,56.51,2.5
3.1,3.09,0.63,11.76,-3.68,4.04,96.8,51.91,0.47,52.63,2.99
3.58,3.53,0.73,12.29,-2.62,4.83,96.84,61.7,0.52,61.92,3.3
1.79,3.23,0.36,10.01,-0.07,4.97,96.64,33.9,0.34,58.32,4.03
2.9,2.95,0.59,9.32,4.69,7.01,96.88,49.87,0.38,51.65,5.49
3.35,3.45,0.67,10.58,1.87,6.23,96.98,59.19,0.51,61.73,4.52
1.51,3.07,0.3,7.52,1.29,4.4,96.75,28.52,0.3,54.38,4.39
1.03,2.24,0.2,6.85,4.51,5.68,96.76,18.62,0.15,36.91,5.43
2.88,2.87,0.57,9.33,1.55,5.44,96.75,48.93,0.36,49.61,4.39
2.95,3.44,0.59,8.8,-0.5,4.15,96.84,52.59,0.48,61.1,3.85
2.76,3.38,0.55,10.69,0.62,5.65,96.65,50.01,0.54,61.02,4.15
3.75,3.72,0.73,11.81,0.84,6.33,96.6,65.61,0.71,66.08,4.21
1.78,3.44,0.34,8.74,0.99,4.87,96.48,33.6,0.43,61.34,4.33
1.75,2.87,0.34,7.4,4.09,5.75,96.71,31.42,0.3,49.59,5.31
1.53,2.76,0.3,9.1,4.44,6.77,96.56,27.87,0.24,47.87,5.43
3.66,3.63,0.7,8.2,2.29,5.25,96.99,63.02,0.46,63.59,4.64
3.02,3.93,0.58,8.32,-5.59,1.37,96.89,52.44,0.49,67.84,2.56
3.32,3.72,0.63,11.75,-4.34,3.7,96.47,58.91,0.61,66.47,2.87
1.65,3.35,0.31,13.69,-0.95,6.37,96.47,29.48,0.27,58.6,3.72
3.92,3.86,0.73,11.73,-0.06,5.83,96.64,67.77,0.52,67.91,3.97
1.51,3.55,0.28,9.97,0.07,5.02,96.55,28.38,0.34,64.7,4.03
2.39,3.25,0.45,11.89,3.31,7.6,96.48,43.82,0.42,59,5.07
1.04,3.23,0.2,10.6,6.69,8.65,96.34,20.18,0.23,58.41,6.41
0.86,2.92,0.16,7.44,5.76,6.6,96.18,16.65,0.18,51.16,5.98
1.7,3.32,0.3,8.15,5.87,7.01,96.04,31.18,0.31,59.43,6.04
3.21,3.53,0.58,8.86,4.21,6.53,96.59,57.44,0.52,63.56,5.31
3.59,3.6,0.64,8.94,2.92,5.93,96.82,62.52,0.5,63.7,4.88
3.67,3.68,0.65,9.01,1.26,5.14,96.65,62.62,0.52,63.75,4.33
3.89,3.91,0.68,8.01,0.16,4.08,97.03,66.97,0.57,68.34,3.97
4.26,4.2,0.74,8.17,-3.6,2.28,97.02,72.64,0.55,72.7,3.05
4.29,4.29,0.74,8.85,-5.02,1.92,97.05,73.01,0.58,74.09,2.69
3.94,4.26,0.67,10.98,-4.25,3.36,96.82,69.59,0.69,76.04,2.93
1.35,3.41,0.23,10.33,2.97,6.65,96.7,25.98,0.3,60.38,5
0.91,3.52,0.16,7.18,5.79,6.48,96.62,17.83,0.17,62.69,5.98
3.08,3.45,0.52,9.69,4.63,7.16,96.83,53.41,0.44,60.23,5.49
3.82,3.88,0.63,11.26,2.01,6.63,96.73,66.88,0.6,68.78,4.58
4.31,4.29,0.71,12.61,1,6.8,96.73,76.92,0.73,77.68,4.27
2.24,4.14,0.37,12.51,2.89,7.69,96.69,41.9,0.53,74.71,4.94
2.59,3.73,0.42,12.23,6,9.12,96.5,47.3,0.49,66.83,6.04
2.86,3.43,0.46,10.55,6.11,8.33,96.03,49.9,0.44,59.38,6.16
2.52,3.27,0.4,9.68,4.4,7.05,95.61,43.72,0.41,55.79,5.49
3.01,3.75,0.48,7.58,4.08,5.83,96.58,53.36,0.54,65.41,5.31
4.31,4.69,0.67,10.71,-0.83,4.94,96.66,75.89,0.77,82.96,3.72
4.47,4.58,0.7,13.25,0.65,6.95,96.67,79.45,0.89,82.12,4.15
3.79,4.39,0.59,13.93,2.63,8.28,96.79,68.56,0.78,79.05,4.76
1.65,4.09,0.25,12.46,6.26,9.36,96.88,31.95,0.46,73.59,6.23
1.95,3.97,0.3,14.51,9.18,11.84,96.7,36.67,0.48,70.88,7.51
1.15,3.54,0.17,12.76,8.59,10.68,96.39,21.99,0.26,60.25,7.26
4.27,4.28,0.63,12.03,5.64,8.83,96.5,73.68,0.73,74.72,5.92
4.99,4.95,0.73,12.41,1.76,7.08,96.64,87.3,1,87.48,4.52
2.45,4.64,0.36,11.47,3,7.23,96.17,45.88,0.72,83.24,5
1.59,4.51,0.23,10.3,5.41,7.86,95.85,30.71,0.45,79.99,5.86
4.15,4.92,0.59,11.21,4.19,7.7,96.2,74.38,0.84,88.18,5.37
0.94,4.45,0.13,11.51,7.3,9.4,96.42,19.12,0.29,80.05,6.65
2.61,4.06,0.37,11.12,8.83,9.98,96.32,47.2,0.51,70.36,7.39
5.17,5.2,0.73,11.58,6.16,8.87,96.6,92.39,0.93,93.59,6.16
4.83,5.34,0.67,11.85,2.33,7.09,96.33,86.68,0.98,95.91,4.7
5.03,5.07,0.7,13.58,2.43,8.01,95.93,87.86,0.85,89.34,4.76
3.92,4.7,0.54,11.79,3.74,7.76,95.94,68.73,0.68,81.31,5.25
2.13,4.43,0.29,9.83,4.86,7.34,96.04,39.5,0.39,75.37,5.62
4.8,5,0.65,10.34,2.98,6.66,96.02,83.85,0.65,87.78,4.94
4.72,5.31,0.62,11.56,2.54,7.05,96.33,83.88,0.74,94.1,4.76
1.65,4.71,0.22,10.87,5.15,8.01,96.51,32.14,0.39,82.27,5.74
1.04,4.86,0.14,8.87,7.23,8.05,96.37,21.43,0.3,88.84,6.59
2.44,4.75,0.32,11.44,7.67,9.56,96.25,46.19,0.55,86.06,6.84
4.95,4.97,0.64,12.96,7.38,10.17,95.9,87.45,0.96,88.48,6.71
5.7,5.71,0.73,14.86,6.13,10.49,95.88,102.2,1.25,103.11,6.16
5.72,5.77,0.73,15.22,5.37,10.3,95.96,103.2,1.23,104.75,5.86
4.72,5.5,0.59,13.12,6.89,10.01,96.13,84.7,0.97,98.13,6.47
3.55,5.15,0.45,13.32,5.51,9.41,96.36,65.17,0.81,90.84,5.86
5.89,5.85,0.73,15.96,4.85,10.4,96.29,105.08,1.3,105.12,5.62
5.14,5.99,0.63,16.53,6.34,11.44,96.07,93.3,1.25,107.82,6.29
0.66,4.69,0.08,11.63,8.88,10.26,96.2,13.94,0.16,82.45,7.39
5.66,5.63,0.69,13.7,8.96,11.33,96.57,101.27,1.08,101.46,7.39
3.31,5.81,0.4,14.37,8.03,11.2,96.3,62.84,0.84,104.91,7.02
2.51,5.25,0.3,11.83,8.14,9.98,96.69,48.43,0.6,94.49,7.02
5.97,5.94,0.71,15.32,7.29,11.3,96.72,107.11,0.98,107.3,6.65
5.4,6.18,0.64,17.15,7.2,12.17,96.47,98.11,1.41,111.59,6.59
6.04,6.05,0.71,19.2,7.63,13.42,96.26,108.57,1.54,109.36,6.84
3.54,5.91,0.41,19.12,8.85,13.98,96.21,68.04,1.09,107.85,7.45
1.25,5.28,0.14,15.31,11.53,13.42,95.87,26,0.34,95.99,8.91
5.62,5.77,0.65,15.45,10.73,13.08,95.99,102.86,1.21,105.95,8.42
6.44,6.45,0.73,17.55,8.2,12.87,96.31,117.78,1.52,118.72,7.08
6.4,6.47,0.73,18.83,6.68,12.76,96.4,116.73,1.48,118.54,6.35
2.64,5.68,0.3,18.37,9.48,13.92,96.3,51.23,0.75,103.64,7.75
5.18,6.1,0.58,19.14,9.92,14.53,96.22,95.62,1.39,111.48,7.93
6.66,6.67,0.74,21.02,7.83,14.43,96.18,120.48,1.62,121.28,6.96
6.25,6.56,0.69,21.44,7.23,14.33,96.28,113.82,1.58,119.83,6.65
5.21,6.23,0.57,23.1,10.65,16.87,96.21,98.23,1.55,116.66,8.42
5.69,6.05,0.62,24.39,12.62,18.51,96.13,106.12,1.6,113.09,9.52
4.56,6.07,0.49,22.05,13.87,17.96,95.89,86.17,1.51,113.45,10.38
6.14,6.28,0.66,21.37,12.63,17,95.82,111.74,1.42,114.53,9.64
6.97,7.03,0.75,21.26,6.94,14.1,95.96,126.11,1.85,127.66,6.59
7.21,7.22,0.77,23.01,6.51,14.76,95.86,129.55,1.94,130.2,6.35
6.64,6.87,0.7,24.44,9.04,16.74,95.9,122.17,1.91,126.64,7.63
6.28,6.79,0.66,25.85,13.26,19.55,95.68,117.23,1.9,126.36,10.13
5.97,6.6,0.62,27.55,15.15,21.35,95.76,111.69,1.83,122.98,11.29
6.02,6.59,0.63,27.25,15.75,21.5,95.73,113.55,1.87,124.03,11.72
6.76,6.84,0.7,27.33,15.74,21.54,95.7,127.07,2.07,128.9,11.72
6.31,7.14,0.65,25.77,14.87,20.32,95.55,116.87,1.96,131.8,11.17
6.81,6.97,0.7,25.57,14.27,19.92,95.63,125.45,1.8,128.57,10.74
6.24,6.81,0.64,26.3,15.01,20.65,95.58,116.15,1.95,126.51,11.29
6.77,7.02,0.69,25.19,15.46,20.33,95.84,124.97,2.01,129.77,11.54
4.24,6.69,0.43,23.8,15.51,19.66,95.85,82.18,1.48,125.55,11.54
5.87,6.58,0.59,23.54,16.37,19.95,95.88,110.91,1.9,123.66,12.21
5.13,6.54,0.52,22.47,16.76,19.61,95.98,98.6,1.74,124.33,12.45
5.23,6.92,0.52,23.85,15.37,19.61,96.01,101.3,1.78,131.76,11.41
5.61,6.8,0.56,24.33,15.16,19.74,95.77,107.24,1.87,128.41,11.29
2.78,6.25,0.27,19.82,15.91,17.87,95.81,55.76,0.97,116.3,11.9
1.97,6.23,0.2,18.65,14.64,16.65,96,41.01,0.62,115.99,10.86
6.37,6.59,0.62,20.99,11.63,16.31,96.25,119.09,1.8,122.86,8.97
7.36,7.62,0.72,22.98,11.96,17.48,95.88,137.44,2.42,142.27,9.16
6.3,7.08,0.62,24.51,14.34,19.43,95.59,120.31,2.02,134.23,10.74
7.15,7.25,0.7,26.33,14.98,20.65,95.5,135.77,2.27,137.77,11.17
6.97,7.26,0.67,27.77,15.08,21.43,95.55,131.23,2.27,136.53,11.23
5.46,7.1,0.52,28.3,15.84,22.07,95.55,104.68,2.01,134.09,11.84
3.62,7,0.34,24.51,17.65,21.08,95.9,71.84,1.3,132.42,13.18
5.93,7.08,0.56,26.61,16.08,21.35,95.8,113.62,2.06,134.01,12.02
7.18,7.21,0.69,27.89,15.65,21.76,95.77,134.9,2.31,135.41,11.72
6.46,7.4,0.61,28.63,11.12,19.87,95.73,119.53,2.11,135.75,8.73
7.51,7.58,0.71,27.75,10.38,19.07,95.57,137.43,2.27,138.55,8.36
5.78,7.55,0.55,26.69,11.18,18.94,95.46,107.91,1.88,138.57,8.85
5.96,7.1,0.56,23.98,12.97,18.48,95.51,112.18,1.9,131.77,9.83
7.53,7.86,0.7,26.3,9.91,18.11,95.34,137.69,2.34,143.24,8.12
7.31,7.63,0.68,23.89,11,17.44,95.55,135.33,2.29,140.81,8.67
7.82,7.86,0.73,25.4,11.34,18.37,95.71,143.56,2.41,144.28,8.85
8.09,8.15,0.75,26.93,9.05,17.99,95.77,147.96,2.55,148.89,7.63
7.83,8.19,0.73,28.22,7.59,17.9,95.69,141.88,2.46,148.38,6.9
8.42,8.51,0.77,28.61,7.64,18.12,95.5,152.78,2.79,154.23,6.96
7.7,8.03,0.71,29.37,9.66,19.51,95.29,142.73,2.6,148.21,8
7.52,8,0.69,29.44,11.79,20.61,95.37,139.02,2.49,147.13,9.16
6.82,7.56,0.62,29.99,12.3,21.15,95.24,125.95,2.16,138.1,9.52
7.37,7.48,0.67,28.42,14.62,21.52,95.31,135.18,2.21,136.71,10.99
7.02,7.6,0.64,28.65,14.92,21.79,95.53,130.66,2.09,140.4,11.23
7.66,7.75,0.7,28.56,13.24,20.9,95.51,142.3,2.22,143.53,10.01
4.86,7.57,0.44,30.77,14.62,22.69,95.27,92.53,1.58,140.62,11.11
7.59,7.71,0.69,28.08,15.49,21.79,95.37,141.92,2.34,143.84,11.66
5,6.7,0.45,29.21,15.48,22.34,95.48,93.2,1.45,122.21,11.66
5.33,6.93,0.48,24.35,17.69,21.02,95.69,100.48,1.6,127.95,13.31
4.15,6.03,0.38,24.64,16.86,20.75,95.62,77.73,1.07,108.11,12.63
7.18,7.71,0.64,26.89,15.45,21.17,95.6,134.87,2.31,143.91,11.54
6.81,7.97,0.61,28.7,14.01,21.36,95.57,128.85,2.29,149.72,10.56
7.92,8.04,0.71,29.74,12.02,20.88,95.76,147.57,2.48,149.34,9.28
8.09,8.24,0.72,31.36,10.25,20.8,95.56,151.45,2.63,153.75,8.24
7.28,7.99,0.65,31.36,13.58,22.47,95.34,137.31,2.42,149,10.38
6.32,7.45,0.56,29.04,16.58,22.81,95.31,121.42,2.2,140.42,12.45
5.98,7.6,0.53,25.65,16.93,21.29,95.58,114.41,1.98,142.98,12.63
8.44,8.49,0.75,27.69,14.02,20.86,95.44,155.58,2.66,155.93,10.62
8.34,8.57,0.73,30.21,9.89,20.05,95.29,153.84,2.64,157.05,8.18
8.72,8.8,0.77,30.26,8.74,19.5,95.37,158.03,2.75,158.73,7.57
8.31,8.64,0.73,31.23,9.06,20.15,95.23,152.97,2.68,157.9,7.75
8.26,8.57,0.73,32.85,11.25,22.05,95.09,152.77,2.78,157.26,8.91
8.17,8.46,0.72,34.3,11.44,22.87,95,151.3,2.67,155.51,9.03
8.16,8.29,0.72,34.27,13.51,23.89,94.93,152.2,2.7,153.55,10.44
7.87,8,0.69,34.77,14.1,24.44,94.98,146.7,2.66,148.1,10.8
7.93,8.13,0.7,35.54,13.16,24.35,94.94,148.58,2.73,151.26,10.25
7.58,8.01,0.66,36.06,11.44,23.75,94.76,142.39,2.56,148.92,9.09
7.1,8.09,0.62,31.98,12.45,22.22,95.01,131.78,2.33,147.68,9.7
7.32,8.15,0.64,32.12,12.48,22.3,95.09,137.5,2.38,150.95,9.77
7.02,7.98,0.62,31.83,13.47,22.65,95.18,132.08,2.03,147.55,10.38
8.15,8.38,0.71,32.77,13.48,23.13,95.32,153.24,2.56,156.39,10.31
8.18,8.3,0.71,34.37,13.01,23.69,95.14,153.17,2.64,154.34,10.07
8.37,8.48,0.73,33.94,10.92,22.43,94.96,156.42,2.7,157.43,8.85
8.11,8.36,0.71,35.54,8.93,22.23,94.6,150.95,2.59,154.24,7.69
7.45,7.98,0.65,33.96,12.01,22.99,94.49,137.92,2.38,145.93,9.4
7.56,7.84,0.66,29.86,11.65,20.75,94.95,137.46,2.14,141.59,9.22
8.56,8.63,0.74,32.44,7.86,20.15,95.09,156.03,2.59,156.23,7.14
8.42,8.54,0.73,33.54,8.66,21.1,94.87,154.62,2.74,155.8,7.63
6.26,7.7,0.55,33.63,10.32,21.98,94.78,118.85,2.11,142.88,8.42
8.27,8.38,0.72,33.73,11.12,22.43,94.94,154.45,2.7,155.49,8.85
6.83,8.24,0.59,35.09,9.15,22.12,94.7,128.39,2.3,151.5,7.75
7.23,7.47,0.63,33.55,12.83,23.19,94.84,137.28,2.27,140.45,9.77
7.3,7.56,0.63,34,15.59,24.8,94.89,139.88,2.38,143.67,11.72
6.38,7.45,0.55,32.16,17.58,24.87,95.03,123.66,2.21,141.91,13.37
7.56,7.64,0.66,31.64,18.23,24.94,95.2,145.16,2.45,145.88,13.92
7.97,8.07,0.7,33.89,16.29,25.09,95.05,153.88,2.79,154.7,12.27
6.11,7.55,0.53,33.34,17.32,25.33,95.02,119.3,2.17,144.26,13.18
5.97,7.4,0.52,31.05,18.76,24.9,95.23,115.59,2.06,139.87,14.34
7.83,8.11,0.68,32.81,16.85,24.83,95.23,147.95,2.52,152.06,12.76
7.62,8.16,0.66,34.8,15.01,24.9,94.97,145.11,2.52,153.88,11.35
8.11,8.2,0.7,36.01,14.96,25.48,94.65,152.69,2.63,153.51,11.29
7.92,8.08,0.69,36.14,12.27,24.2,94.59,151.32,2.63,153.4,9.52
6.85,8.06,0.59,36.97,11.96,24.46,94.43,129.3,2.32,150.39,9.28
7.85,7.99,0.69,35.85,15.6,25.73,94.59,149.62,2.48,151.23,11.84
7.76,7.88,0.68,36.49,12.81,24.65,94.65,146.55,2.39,148.1,9.89
7.76,8.1,0.68,37.61,13.37,25.49,94.76,146.22,2.52,151.4,10.13
7.29,7.76,0.64,38.18,14.42,26.3,94.7,137.44,2.44,144.96,10.86
7.07,7.51,0.62,38.85,12.56,25.71,94.47,131.89,2.35,138.73,9.64
6.44,7.22,0.56,36.85,15.23,26.04,94.37,122.07,2.07,134.64,11.54
5.36,7.45,0.47,37,16.83,26.91,94.27,104.07,1.9,141.23,12.76
6.84,7.18,0.6,37.55,16.76,27.16,94.33,129.52,2.16,134.48,12.76
6.26,7.07,0.55,35.12,19.76,27.44,94.39,117.8,1.9,130.9,15.69
5.71,6.76,0.5,33.75,22.8,28.28,94.3,106.88,1.7,123.77,18.68
6.02,6.65,0.53,33.6,22.87,28.24,94.31,113.53,1.8,123.3,18.68
5.34,6.31,0.47,34.07,21.98,28.02,94.32,100.91,1.57,116.86,17.76
5.24,6.19,0.46,33.72,22.17,27.94,94.53,100.13,1.52,115.99,17.94
5.51,6.53,0.48,33.49,22.6,28.05,94.59,107.49,1.8,124.29,18.31
6.36,6.91,0.56,32.46,22.98,27.73,94.44,123.27,2.16,132.31,18.74
6.3,6.89,0.56,31.63,22.67,27.15,94.42,121.67,2.1,131.61,18.37
6.51,6.94,0.58,31.6,22.69,27.15,94.64,125.85,2.16,133.2,18.37
5.21,6.97,0.46,29.93,23.72,26.83,94.88,103.38,1.78,134.4,19.47
3.9,6.92,0.35,30.04,24.09,27.07,94.86,77.34,1.31,132.44,19.9
6.72,7.31,0.6,30.59,23.3,26.94,94.99,130.11,2.27,139.9,18.98
7.44,7.49,0.66,31.43,23.31,27.37,95.1,142.91,2.49,143.34,18.98
6.73,7.26,0.6,31.62,23.32,27.47,95.04,129.39,2.31,137.94,18.98
5.91,6.84,0.53,31.59,24.08,27.83,94.94,114.1,2.02,130.16,19.9
5.97,6.78,0.54,32.96,23.72,28.33,94.78,115.86,2,129.84,19.53
5.99,6.46,0.54,33.58,23.51,28.55,94.54,113.73,1.87,121.17,19.41
1.98,5.94,0.18,31.7,24.51,28.1,94.62,41.52,0.62,110.96,20.51
3.7,6.09,0.34,29.43,24.52,26.98,94.61,74.31,1.2,115.89,20.51
3.79,6.14,0.34,27.28,24.77,26.03,94.71,75.61,1.22,115.87,20.75
4.93,6.66,0.45,28.24,23.81,26.02,95.06,97.35,1.73,128.46,19.53
