All sky irradiance,Clear sky irradiance,ALLSKY ICI,ALLSKY_SFC_PAR_TOT,ALLSKY_SFC_UV_INDEX,CLRSKY_SFC_PAR_TOT
5.13,5.71,0.64,94.46,1.43,104.09
5.38,5.56,0.68,99.43,1.37,102.39
3.7,5.2,0.47,70.29,1.05,96.12
4.73,5.46,0.6,89.16,1.34,101.55
3.92,5.46,0.5,74.06,1.2,101.12
4.25,5.17,0.55,80.16,1.27,96.1
4.41,5.32,0.58,84.68,1.28,100.88
4.7,5.39,0.62,89.59,1.3,101.83
5.49,5.48,0.73,102.16,1.37,102.16
5.5,5.49,0.73,101.16,1.37,101
5.32,5.42,0.71,97.83,1.34,99.66
4.56,5.28,0.62,85.28,1.27,98.25
4.92,5.33,0.67,88.77,1.33,95.91
4.68,4.95,0.64,85,1.15,89.62
4.72,5.03,0.66,87.64,1.2,93.19
3.88,4.98,0.54,73.22,1.09,92.48
3.35,5,0.47,64.4,0.97,93.52
2.62,5,0.37,50.37,0.8,92.5
2.47,4.96,0.35,48.48,0.77,92.4
2.59,4.82,0.38,50.24,0.77,90.07
2.76,4.79,0.4,53.89,0.82,89.74
3.35,4.79,0.49,64.79,0.93,90.19
4.72,5.03,0.7,85.41,0.98,91.2
5.02,5.02,0.75,91.31,0.95,91.56
4.87,4.88,0.73,88.59,1,88.95
4.78,4.87,0.72,86.26,0.99,88.09
4.73,4.8,0.72,84.73,0.97,86.34
3.64,4.66,0.55,67.11,0.88,85.09
4.44,4.54,0.69,81.67,0.96,84.02
4.33,4.58,0.68,79.23,0.94,83.91
4.02,4.51,0.63,73.39,0.91,82.23
4.46,4.51,0.7,79.84,0.91,81.27
2.82,4.44,0.45,52.25,0.74,80.23
2.6,4.25,0.42,49.43,0.68,78.74
3.79,4.39,0.62,70.81,0.8,81.67
3.07,4.32,0.5,56.96,0.65,79.94
4.21,4.44,0.7,76.1,0.78,80.62
4.4,4.37,0.73,79.04,0.74,79.12
4.37,4.34,0.73,78.5,0.8,78.59
4.23,4.24,0.71,76.98,0.77,77.74
4.16,4.17,0.7,75.88,0.76,76.69
4.09,4.18,0.7,75.8,0.77,77.88
4.25,4.22,0.73,76.37,0.77,76.49
4.27,4.25,0.74,76.66,0.78,76.8
3.94,4.11,0.69,72.02,0.74,75.42
3.5,4.04,0.62,65.14,0.73,75.02
3.44,4,0.61,64.45,0.77,74.91
3.77,3.99,0.67,67.7,0.76,72.19
3.34,3.95,0.6,59.72,0.69,70.88
2.95,3.86,0.53,53.48,0.63,69.87
2.99,3.85,0.55,55.63,0.62,71.03
3.56,3.79,0.65,65.37,0.6,70.04
3.19,3.77,0.59,58.49,0.55,69.3
3.39,3.79,0.62,61.01,0.54,68.43
4.06,4.04,0.76,71.45,0.61,71.64
4,3.97,0.75,70.48,0.67,70.66
3.79,3.86,0.71,66.77,-999,68.77
3.94,3.9,0.74,69.02,0.62,69.09
3.9,3.89,0.74,67.49,0.59,68.02
3.82,3.85,0.73,66.84,0.59,67.95
3.88,3.87,0.74,68.53,0.59,68.95
3.86,3.83,0.74,67.68,0.59,67.94
3.47,3.76,0.67,60.71,0.55,66.23
3.78,3.78,0.73,65.65,0.55,66.34
1.22,3.61,0.23,23.59,0.27,64.61
2.78,3.52,0.54,49.79,0.48,63.11
2.76,3.54,0.54,50.56,0.48,64.9
2.13,3.45,0.42,39.88,0.4,62.9
3.04,3.53,0.6,55.31,0.46,64.45
1.84,3.42,0.37,35.63,0.37,64.55
3.46,3.53,0.69,61.56,0.49,63.48
2.96,3.57,0.59,53.81,0.47,65.3
3.63,3.61,0.72,65.42,0.56,65.84
3.68,3.65,0.73,65.33,0.57,65.58
2.16,3.45,0.43,40.57,0.45,63.75
3.62,3.6,0.72,65.06,0.52,65.34
3.59,3.64,0.71,63.81,-999,65.28
3.66,3.64,0.73,64.68,0.56,64.93
3.73,3.71,0.74,64.7,0.56,65.06
3.08,3.57,0.61,54.57,0.48,63.41
2.11,3.53,0.42,38.34,0.36,61.66
1.34,3.44,0.27,25.99,0.27,63.05
3.61,3.58,0.72,64.93,0.51,65.1
3.15,3.49,0.62,58.3,0.52,64.84
1.79,3.48,0.35,33.74,0.37,64.06
3.24,3.51,0.64,59.2,0.49,64.73
3.41,3.53,0.67,61.96,0.46,64.97
3.71,3.71,0.73,65.34,0.48,65.92
3.05,3.55,0.59,55.11,0.48,64.7
3.7,3.68,0.72,66.15,0.48,66.44
3.51,3.63,0.68,62.59,0.47,65.27
3.05,3.45,0.59,57.02,0.45,64.8
2.84,3.55,0.55,52.39,0.43,65.27
2.53,3.71,0.48,46.24,0.43,66.52
2.44,3.66,0.47,44.49,0.44,65.78
2.8,3.63,0.53,50.48,0.48,64.74
3.32,3.72,0.63,59.9,0.53,66.95
3.4,3.79,0.64,60.67,0.52,67.83
3.68,3.83,0.7,65.58,0.56,68.71
3.91,3.88,0.73,69.3,0.54,69.46
3.77,3.87,0.7,66.46,0.52,68.71
3.73,3.85,0.69,66.56,0.54,69.1
4.02,4,0.73,70.54,0.59,70.73
4.08,4.06,0.74,72.01,0.58,72.22
4,3.99,0.73,71.23,0.59,71.63
3.98,3.98,0.72,71.83,0.6,72.38
3.01,3.96,0.54,54.58,0.52,71.36
2.25,3.84,0.4,42.85,0.42,71.44
2.18,3.82,0.38,42.33,0.41,72.28
3.97,3.96,0.7,73.87,0.59,74.44
3.19,4.06,0.55,58.7,0.56,74.65
2.02,3.97,0.35,38.26,0.39,72.73
3.67,4.09,0.63,67.05,0.57,74.78
3,4.18,0.51,54.79,0.52,75.54
4.15,4.28,0.7,74.3,0.62,77.09
4.07,4.17,0.69,74.79,0.7,77.29
3.93,4.11,0.66,71.28,0.76,74.95
3.23,4.34,0.53,60.59,0.68,80.54
4.38,4.4,0.72,80.28,0.77,81.16
3.42,4.35,0.55,63.28,0.77,79.99
2.03,4.06,0.33,39.42,0.55,75.44
3.36,4.35,0.54,63.92,0.84,82.21
2.86,4.53,0.45,53.96,0.74,84.09
4.29,4.62,0.68,77.89,0.94,83.91
4.79,4.79,0.75,85.34,0.85,85.7
4.51,4.8,0.7,80.13,0.8,85.28
3.79,4.78,0.59,68.3,0.7,84.66
2.88,4.73,0.44,54.16,0.62,85.91
2.01,4.53,0.3,39.09,0.52,82.08
4.17,4.61,0.62,77.23,0.85,85.35
4.02,4.7,0.6,73.54,0.84,85.78
4.41,4.94,0.65,81.35,1.02,90.88
3.23,4.8,0.48,60.29,0.8,88.27
4.46,5.01,0.65,81.9,0.97,92.25
3.32,4.85,0.48,63.59,0.84,91.12
4.29,5.07,0.62,79.31,0.93,93.47
5.17,5.23,0.73,93.23,1.08,94.45
5.43,5.42,0.77,97.59,1.22,97.69
5.33,5.32,0.74,96.54,1.22,96.66
4.95,5.48,0.69,89.27,1.22,98.45
5.57,5.62,0.77,98.76,-999,99.93
5.7,5.68,0.77,100.32,1.14,100.29
5.68,5.67,0.77,100.26,1.15,100.23
5.3,5.49,0.71,95.58,1.16,98.87
5.67,5.69,0.75,99.91,1.16,100.41
5.78,5.78,0.77,101.9,1.18,101.99
5.62,5.67,0.73,101.07,1.14,101.98
5.8,5.82,0.75,101.49,1.02,101.91
6.01,6.01,0.77,106.3,1.07,106.41
6.01,6.02,0.77,105.63,1.16,105.77
2.87,5.55,0.37,56.65,0.88,102.79
5.8,5.84,0.73,106.12,1.28,106.76
6.03,6.04,0.76,108.9,1.52,108.95
5.76,6.07,0.72,105.29,1.52,110.62
2.75,5.88,0.34,53.65,0.98,107.53
5.38,6.07,0.66,98.73,1.55,110.54
5.91,6.2,0.72,107.82,1.57,112.95
5.27,6.18,0.63,97.63,1.48,113.46
5.72,6.21,0.69,104.8,1.4,113.17
5.74,6.15,0.68,104.71,1.22,111.9
5.04,6.09,0.59,92.6,1.16,110.47
4.37,6.07,0.52,80.28,1.15,109.34
3.75,6.29,0.44,71.91,1.09,116.04
5.94,6.48,0.69,107.83,1.43,117.26
6.25,6.5,0.72,113.04,1.66,117.28
6.35,6.57,0.73,116.34,1.8,119.8
6.25,6.51,0.71,117.62,1.84,121.86
6.33,6.63,0.71,116.97,1.88,121.69
6.55,6.69,0.73,118.3,1.73,120.33
6.66,6.73,0.74,121.41,1.52,122.11
5.83,6.57,0.65,107.38,1.38,119.63
6.85,6.95,0.75,123.27,1.45,124.61
4.05,6.56,0.45,77.41,1.09,119.75
6.23,6.85,0.68,115.02,1.47,125.17
7.09,7.1,0.77,128.1,1.55,127.73
7.14,7.15,0.77,127.88,1.67,127.45
6.73,7.17,0.72,121.67,1.77,128.56
6.13,7.11,0.65,112.48,1.69,128.54
7.21,7.33,0.77,128.99,1.66,130.45
